Id,SalePrice
1461,122961.83816481306
1462,150591.82332802258
1463,172313.61517232246
1464,173441.34934836524
1465,214871.76959926277
1466,170248.07682651587
1467,155123.43327843718
1468,154840.70518844112
1469,180803.67260723395
1470,114785.92263370847
1471,186083.13750530887
1472,101185.88598078591
1473,106871.01897957896
1474,149682.8667155499
1475,144602.21002743204
1476,340701.78592876915
1477,241518.92525858252
1478,278558.3306079891
1479,252636.2554652405
1480,387091.2944217819
1481,290976.94421168073
1482,208799.95168158124
1483,159690.2064352891
1484,172273.21887979578
1485,155793.81485300898
1486,200792.11700870705
1487,298075.84780539974
1488,241715.06072603518
1489,205585.7724604832
1490,182907.86638041027
1491,195757.71531262685
1492,100646.4425573765
1493,159604.99861196673
1494,270114.04536198004
1495,286413.492665681
1496,214071.8551663831
1497,197676.8081987852
1498,144360.93211317423
1499,144928.8249556383
1500,134589.32559638857
1501,165965.80211780878
1502,157168.67402378624
1503,287112.40301485074
1504,238459.51995943356
1505,214584.3200847413
1506,178665.1352956295
1507,226980.59125049104
1508,184491.42002607856
1509,162337.08908953433
1510,147445.66626377046
1511,147792.63049721572
1512,172057.5212531719
1513,141379.13482709404
1514,165778.14426750984
1515,179351.40634126647
1516,146690.39850250664
1517,147874.28849214248
1518,136735.20829296944
1519,214583.10977297585
1520,139164.82639710247
1521,143856.08187161174
1522,161296.9360262217
1523,109198.6700495712
1524,120806.88438558456
1525,126386.64549589217
1526,123913.29821485114
1527,100337.46389876533
1528,121509.00480825447
1529,142964.25238243802
1530,162738.26867671582
1531,137773.029309651
1532,112312.52809754861
1533,145191.50227527332
1534,118048.46388960579
1535,163258.6842609017
1536,123912.28495984354
1537,76049.9939577091
1538,178430.72058172067
1539,233124.11440479464
1540,120024.16488149858
1541,142245.37289318754
1542,149821.13824761
1543,225706.3852683403
1544,82012.06786790593
1545,110033.25456908581
1546,117789.29297234067
1547,134652.54815112182
1548,129558.40661044701
1549,111345.65538427663
1550,142340.93798407674
1551,123410.65562098527
1552,145916.49470512196
1553,148414.5221691706
1554,114332.09884011884
1555,164763.96936443783
1556,103689.70099720146
1557,122664.50072427522
1558,94326.2033256107
1559,124622.87030196154
1560,154155.4661597622
1561,158866.20845578567
1562,123239.47690890467
1563,119936.974887819
1564,160434.56857211137
1565,148619.44370576224
1566,196713.54543675613
1567,76939.16258108823
1568,206280.73908565595
1569,138374.29030879357
1570,125437.70474711232
1571,141714.88279686728
1572,140328.0983697712
1573,232696.79741851674
1574,109683.67744885104
1575,201055.23872746507
1576,198484.2582618534
1577,202196.7496166488
1578,135281.0072573239
1579,132512.69241438626
1580,195559.76332638523
1581,133110.32987304256
1582,123870.99306229124
1583,335917.7985240107
1584,239032.89824907522
1585,130482.96714654456
1586,70363.00892930475
1587,105388.36593700942
1588,151172.6072218656
1589,100486.07414260972
1590,139832.70702581404
1591,105836.0307128564
1592,132597.69330156848
1593,118400.26745970816
1594,149077.5592741254
1595,131982.59515229502
1596,230498.74958390958
1597,168778.8074084013
1598,180866.8259136366
1599,213299.77107295726
1600,201212.7645747238
1601,76318.93423842282
1602,116868.11977806385
1603,102671.29182107837
1604,301952.8045488076
1605,248511.1868430953
1606,158622.1983487915
1607,161994.02723265358
1608,205189.1186378549
1609,200056.85725206355
1610,147534.87191801504
1611,146433.1575354889
1612,151855.43074380633
1613,152381.0098963769
1614,122736.0925215877
1615,93350.05231476518
1616,90317.54379262445
1617,94370.90574861997
1618,123886.5768954622
1619,124693.23473968358
1620,152909.56665346026
1621,128881.31423135474
1622,144805.73924368396
1623,301763.5366406048
1624,198697.8304810611
1625,125018.59856273221
1626,163695.14806430956
1627,176050.5325746929
1628,280479.556184672
1629,174256.2084499147
1630,363755.58082964487
1631,237876.93581114153
1632,257689.97706520636
1633,151932.61719747673
1634,171647.83405723172
1635,172695.52658299173
1636,151908.20651758215
1637,169767.40395261042
1638,213610.22709243407
1639,169488.78032183315
1640,257331.2991035652
1641,180827.95258503416
1642,214726.2744107593
1643,235085.22262856798
1644,231133.3062820604
1645,181486.9327845066
1646,148372.22380408694
1647,169082.27308104828
1648,138224.53334192306
1649,138846.00673884232
1650,116409.67290695212
1651,112643.17852803931
1652,99909.60452673274
1653,104724.06848614539
1654,162390.06365980476
1655,160789.30275728554
1656,144794.71888291358
1657,161768.39625659396
1658,146243.35882445145
1659,145507.61750201273
1660,136201.5658507963
1661,377299.65752894984
1662,345491.3176851989
1663,355538.8952527564
1664,373729.8669566544
1665,301663.43242342374
1666,316723.8497915308
1667,332415.82027433877
1668,318232.1308033118
1669,279505.33213291893
1670,316598.9968035697
1671,239857.30899379955
1672,402535.12176638184
1673,284348.19671453995
1674,241391.16303433353
1675,173365.68973411803
1676,170418.4825871032
1677,206646.82918623713
1678,384502.58666056156
1679,345155.34199801355
1680,334224.75499722495
1681,280886.3063328869
1682,292119.8387886289
1683,183595.8265666045
1684,170708.11816951877
1685,162462.0856782081
1686,172391.27784216552
1687,155273.43844887769
1688,188204.3544552437
1689,192002.19998656397
1690,179500.27286345864
1691,162958.72083857574
1692,252926.62483622684
1693,155940.82973396135
1694,174038.90263343183
1695,160303.87765094553
1696,259787.42177481152
1697,162677.05802905886
1698,324222.2155279001
1699,299787.51750203496
1700,233235.8668788651
1701,258821.12705525124
1702,252423.16231479633
1703,245185.62173737233
1704,303891.7832073086
1705,231802.33908218803
1706,380115.5165492471
1707,215165.99205899003
1708,213422.47080836978
1709,269610.5872293866
1710,233426.3385310659
1711,253248.8410989809
1712,237414.20272286242
1713,238694.62889763626
1714,218477.67007939046
1715,199686.4876968552
1716,166575.98139094922
1717,155264.0274126606
1718,138653.40395891457
1719,205539.15512338103
1720,247848.94423445838
1721,150977.8067345636
1722,127213.32783114217
1723,145746.00338220986
1724,210096.25163940561
1725,231833.11402528622
1726,176534.47207772892
1727,161549.4970435749
1728,187867.02324724142
1729,150769.61001375326
1730,164989.07813660704
1731,121579.21241963183
1732,125490.62614776903
1733,123913.62133354005
1734,134353.10143138948
1735,128417.3688695236
1736,115683.61680945275
1737,351143.46794345696
1738,213716.182366375
1739,281883.449196334
1740,174704.269839928
1741,170916.39352933315
1742,166769.96878447544
1743,161103.9544017444
1744,326583.0181646247
1745,226180.63129245714
1746,253170.18485953615
1747,218807.6525403144
1748,185546.18448748917
1749,151698.8488579249
1750,143758.62592978255
1751,230536.88376026307
1752,123245.53682755279
1753,142921.96482118758
1754,207206.42812761196
1755,159280.4993105716
1756,117547.6747527129
1757,119917.67280219459
1758,143559.63669509036
1759,158049.58850621714
1760,148010.06090141888
1761,149061.804462195
1762,170279.06769711417
1763,161771.8078978381
1764,115008.76349955639
1765,175068.0514053435
1766,162007.11116167958
1767,197804.0483236523
1768,138102.32289481728
1769,168177.86491709002
1770,134745.26742690557
1771,136089.4208045801
1772,138700.26346938845
1773,139828.48644558756
1774,132537.50997530442
1775,133184.02112934345
1776,119122.80767920899
1777,112892.22058134152
1778,133918.1067454329
1779,115823.56911795822
1780,185456.08561675996
1781,132945.509778035
1782,94800.5138369995
1783,126698.61870630548
1784,95503.36116028564
1785,117630.35394388165
1786,158268.6737000491
1787,164429.74099923056
1788,64524.42705980567
1789,99060.61129763788
1790,80364.42694810758
1791,180090.06813682558
1792,147945.25946980392
1793,123749.48088624973
1794,130717.60107571092
1795,137901.59163437726
1796,121264.97044062421
1797,111977.10514948115
1798,127599.52722364533
1799,109501.15155522217
1800,120542.95398726291
1801,132603.1927822151
1802,142670.6086784886
1803,150779.42202751216
1804,132978.26241122134
1805,134935.45840286577
1806,113949.77049931289
1807,146589.62500910767
1808,109319.61397244786
1809,129946.04878825328
1810,150088.11347451722
1811,119102.38228890995
1812,114736.45937994901
1813,118930.39901314
1814,102733.62169978347
1815,68937.05863723694
1816,101554.84130959588
1817,122414.79559710904
1818,147743.03302893363
